PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,exp_tol,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_number,Cabin_side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,Family_Size,Expenditure
2607_04,Europa,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2607,4,0,B,99.0,S,1,0,0,0,0,0,0,5,0.0
2609_01,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2609,1,1,G,416.0,S,0,1,0,0,0,0,0,8,0.0
2616_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,822.0,0,2616,1,1,F,541.0,P,0,1,0,0,0,0,0,10,822.0
2617_01,Earth,True,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,528.0,0,2617,1,1,G,424.0,P,0,1,0,0,0,0,0,6,528.0
2618_01,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2618,1,1,E,159.0,P,1,0,0,0,0,0,0,5,0.0
2619_01,Earth,True,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,2000.0,0,2619,1,1,F,504.0,S,0,1,0,0,0,0,0,11,2000.0
2622_01,Earth,True,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,560.0,0,2622,1,1,F,505.0,S,0,1,0,0,0,0,0,5,560.0
2624_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,0.0,878.0,0,2624,1,1,F,542.0,P,0,1,0,0,0,0,0,7,878.0
2625_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2625,2,0,G,426.0,P,0,1,0,0,0,0,0,5,0.0
2625_02,Earth,True,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,1620.0,0,2625,2,0,E,160.0,P,1,0,0,0,0,0,0,5,1620.0
2626_01,Earth,True,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,716.0,0,2626,1,1,F,543.0,P,0,1,0,0,0,0,0,7,716.0
2627_01,Earth,True,PSO J318.5-22,40.0,False,0.0,228.0,5.0,454.0,1.0,688.0,0,2627,1,1,F,544.0,P,0,1,0,0,0,0,0,8,688.0
2628_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2628,2,0,A,21.0,P,1,0,0,0,0,0,0,4,0.0
2628_02,Europa,True,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,2158.0,0,2628,2,0,A,21.0,P,1,0,0,0,0,0,0,4,2158.0
2629_01,Earth,True,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,807.0,0,2629,1,1,G,427.0,P,0,1,0,0,0,0,0,5,807.0
2631_01,Mars,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2631,1,1,F,545.0,P,0,1,0,0,0,0,0,6,0.0
2633_01,Earth,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2633,1,1,G,428.0,P,0,1,0,0,0,0,0,5,0.0
2634_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2634,1,1,F,508.0,S,0,1,0,0,0,0,0,9,0.0
2635_01,Mars,True,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,0.0,1968.0,0,2635,1,1,D,78.0,P,1,0,0,0,0,0,0,2,1968.0
2636_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,137.0,671.0,0.0,808.0,0,2636,1,1,G,419.0,S,0,1,0,0,0,0,0,7,808.0
2638_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,788.0,0,2638,1,1,E,181.0,S,1,0,0,0,0,0,0,5,788.0
2640_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,1051.0,0,2640,1,1,F,510.0,S,0,1,0,0,0,0,0,13,1051.0
2641_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2641,1,1,G,420.0,S,0,1,0,0,0,0,0,8,0.0
2642_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,810.0,0,2642,1,1,G,430.0,P,0,1,0,0,0,0,0,5,810.0
2643_01,Earth,True,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,867.0,0,2643,1,1,F,511.0,S,0,1,0,0,0,0,0,2,867.0
2645_01,Europa,True,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,3710.0,0,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,6,3710.0
2645_02,Europa,True,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,15601.0,0,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,6,15601.0
2645_03,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,6,0.0
2645_04,Europa,True,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,6045.0,0,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,6,6045.0
2645_05,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2645,5,0,C,95.0,S,1,0,0,0,0,0,0,6,0.0
2646_01,Europa,True,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,9834.0,0,2646,1,1,B,80.0,P,1,0,0,0,0,0,0,2,9834.0
2647_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,704.0,0,2647,1,1,F,547.0,P,0,1,0,0,0,0,0,8,704.0
2648_01,Earth,True,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,809.0,0,2648,1,1,G,421.0,S,0,1,0,0,0,0,0,10,809.0
2649_01,Mars,True,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,2717.0,0,2649,1,1,D,79.0,P,1,0,0,0,0,0,0,4,2717.0
2650_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2650,1,1,G,431.0,P,0,1,0,0,0,0,0,18,0.0
2651_01,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2651,1,1,B,100.0,S,1,0,0,0,0,0,0,4,0.0
2652_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,670.0,0.0,32.0,702.0,0,2652,1,1,F,513.0,S,0,1,0,0,0,0,0,2,702.0
2655_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2655,1,1,G,422.0,S,0,1,0,0,0,0,0,9,0.0
2657_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,27.0,1.0,686.0,1.0,715.0,0,2657,1,1,F,514.0,S,0,1,0,0,0,0,0,13,715.0
2658_01,Earth,True,TRAPPIST-1e,21.0,False,366.0,1136.0,795.0,132.0,0.0,2429.0,0,2658,1,1,F,549.0,P,0,1,0,0,0,0,0,7,2429.0
2659_01,Mars,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2659,1,1,E,182.0,S,1,0,0,0,0,0,0,1,0.0
2660_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,2.0,1215.0,1217.0,0,2660,1,1,F,550.0,P,0,1,0,0,0,0,0,5,1217.0
2661_01,Earth,True,TRAPPIST-1e,19.0,False,1.0,4.0,0.0,750.0,3.0,758.0,0,2661,2,0,F,515.0,S,0,1,0,0,0,0,0,12,758.0
2661_02,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2661,2,0,G,423.0,S,0,1,0,0,0,0,0,12,0.0
2662_01,Mars,True,55 Cancri e,27.0,False,1722.0,4.0,937.0,0.0,0.0,2663.0,0,2662,1,1,F,551.0,P,0,1,0,0,0,0,0,4,2663.0
2663_01,Earth,True,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,815.0,0,2663,1,1,F,552.0,P,0,1,0,0,0,0,0,8,815.0
2664_01,Mars,True,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2664,1,1,E,183.0,S,1,0,0,0,0,0,0,6,0.0
2666_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2666,2,0,E,184.0,S,1,0,0,0,0,0,0,10,0.0
2666_02,Mars,True,55 Cancri e,18.0,False,1874.0,0.0,260.0,0.0,0.0,2134.0,0,2666,2,0,E,184.0,S,1,0,0,0,0,0,0,10,2134.0
2668_01,Earth,True,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,2902.0,0,2668,2,0,F,516.0,S,0,1,0,0,0,0,0,12,2902.0
2668_02,Earth,True,55 Cancri e,34.0,False,0.0,382.0,0.0,87.0,236.0,705.0,0,2668,2,0,G,424.0,S,0,1,0,0,0,0,0,12,705.0
2670_01,Earth,True,TRAPPIST-1e,20.0,False,4.0,790.0,0.0,15.0,0.0,809.0,0,2670,1,1,G,432.0,P,0,1,0,0,0,0,0,6,809.0
2671_01,Earth,True,55 Cancri e,17.0,False,0.0,33.0,0.0,56.0,708.0,797.0,0,2671,1,1,F,554.0,P,0,1,0,0,0,0,0,9,797.0
2672_01,Earth,True,PSO J318.5-22,21.0,False,970.0,0.0,213.0,8.0,86.0,1277.0,0,2672,1,1,F,555.0,P,0,1,0,0,0,0,0,4,1277.0
2675_01,Europa,True,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,6802.0,0,2675,1,1,C,97.0,S,1,0,0,0,0,0,0,4,6802.0
2676_01,Europa,True,55 Cancri e,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,6790.0,0,2676,1,1,B,81.0,P,1,0,0,0,0,0,0,2,6790.0
2677_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,302.0,0.0,1367.0,669.0,2338.0,0,2677,1,1,D,90.0,S,1,0,0,0,0,0,0,8,2338.0
2678_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,10.0,0.0,690.0,0,2678,1,1,F,517.0,S,0,1,0,0,0,0,0,6,690.0
2679_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2679,1,1,G,426.0,S,0,1,0,0,0,0,0,5,0.0
2682_01,Earth,True,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,888.0,0,2682,1,1,G,434.0,P,0,1,0,0,0,0,0,10,888.0
2683_01,Europa,True,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,1303.0,0,2683,1,1,A,32.0,S,1,0,0,0,0,0,0,4,1303.0
2684_01,Europa,True,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,21839.0,0,2684,1,1,B,83.0,P,1,0,0,0,0,0,0,3,21839.0
2685_01,Earth,True,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,907.0,0,2685,1,1,G,435.0,P,0,1,0,0,0,0,0,10,907.0
2687_01,Earth,True,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,1390.0,0,2687,1,1,F,556.0,P,0,1,0,0,0,0,0,10,1390.0
2688_01,Earth,True,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,797.0,0,2688,1,1,F,557.0,P,0,1,0,0,0,0,0,13,797.0
2690_01,Earth,True,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,719.0,0,2690,1,1,E,185.0,S,1,0,0,0,0,0,0,10,719.0
2691_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,803.0,0,2691,1,1,F,558.0,P,0,1,0,0,0,0,0,10,803.0
2692_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,716.0,0,2692,1,1,G,433.0,Z,0,0,0,0,0,0,0,3,716.0
2693_01,Europa,True,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,2979.0,0,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,3,2979.0
2693_02,Europa,True,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,2195.0,0,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,3,2195.0
2693_03,Europa,True,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,3133.0,0,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,3,3133.0
2693_04,Europa,True,55 Cancri e,38.5,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2693,4,0,A,22.0,P,1,0,0,0,0,0,0,3,0.0
2695_01,Mars,True,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,955.0,0,2695,1,1,E,186.0,S,1,0,0,0,0,0,0,6,955.0
2697_01,Mars,True,TRAPPIST-1e,27.0,False,1893.0,487.0,4.0,0.0,0.0,2384.0,0,2697,1,1,D,91.0,S,1,0,0,0,0,0,0,11,2384.0
2698_01,Europa,True,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,4588.0,0,2698,1,1,C,94.0,P,1,0,0,0,0,0,0,7,4588.0
2700_01,Earth,True,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,714.0,0,2700,1,1,F,520.0,S,0,1,0,0,0,0,0,3,714.0
2701_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2701,1,1,G,428.0,S,0,1,0,0,0,0,0,12,0.0
2702_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2702,1,1,G,437.0,P,0,1,0,0,0,0,0,9,0.0
2703_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,627.0,0,2703,1,1,G,429.0,S,0,1,0,0,0,0,0,4,627.0
2704_01,Earth,True,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,1527.0,0,2704,1,1,F,521.0,S,0,1,0,0,0,0,0,11,1527.0
2706_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2706,1,1,B,102.0,S,1,0,0,0,0,0,0,2,0.0
2707_01,Europa,True,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,3467.0,0,2707,2,0,B,103.0,S,1,0,0,0,0,0,0,8,3467.0
2707_02,Europa,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2707,2,0,B,103.0,S,1,0,0,0,0,0,0,8,0.0
2708_01,Earth,True,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,600.0,0,2708,1,1,F,522.0,S,0,1,0,0,0,0,0,11,600.0
2709_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2709,4,0,F,523.0,S,0,1,0,0,0,0,0,4,0.0
2709_02,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2709,4,0,F,523.0,S,0,1,0,0,0,0,0,4,0.0
2709_03,Mars,True,TRAPPIST-1e,33.0,False,361.0,0.0,381.0,1622.0,0.0,2364.0,0,2709,4,0,F,523.0,S,0,1,0,0,0,0,0,4,2364.0
2709_04,Mars,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2709,4,0,F,523.0,S,0,1,0,0,0,0,0,9,0.0
2712_01,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2712,1,1,B,105.0,S,1,0,0,0,0,0,0,1,0.0
2713_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2713,1,1,G,438.0,P,0,1,0,0,0,0,0,9,0.0
2714_01,Earth,True,55 Cancri e,59.0,False,269.0,1776.0,0.0,0.0,12.0,2057.0,0,2714,1,1,F,561.0,P,0,1,0,0,0,0,0,5,2057.0
2717_01,Earth,True,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,888.0,0,2717,1,1,G,431.0,S,0,1,0,0,0,0,0,6,888.0
2718_01,Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2718,1,1,B,106.0,S,1,0,0,0,0,0,0,6,0.0
2720_01,Earth,True,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,3560.0,0,2720,3,0,G,439.0,P,0,1,0,0,0,0,0,12,3560.0
2720_02,Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2720,3,0,G,439.0,P,0,1,0,0,0,0,0,12,0.0
2720_03,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2720,3,0,G,439.0,P,0,1,0,0,0,0,0,12,0.0
2721_01,Earth,True,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,826.0,0,2721,1,1,F,563.0,P,0,1,0,0,0,0,0,2,826.0
2722_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2722,1,1,D,93.0,S,1,0,0,0,0,0,0,5,0.0
2723_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2723,2,0,C,99.0,S,1,0,0,0,0,0,0,5,0.0
2723_02,Europa,True,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,6790.0,0,2723,2,0,C,99.0,S,1,0,0,0,0,0,0,5,6790.0
2724_01,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2724,2,0,F,564.0,P,0,1,0,0,0,0,0,6,0.0
2724_02,Mars,True,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,1286.0,0,2724,2,0,F,564.0,P,0,1,0,0,0,0,0,6,1286.0
2725_01,Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,634.0,0,2725,1,1,F,565.0,P,0,1,0,0,0,0,0,6,634.0
2726_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2726,1,1,G,440.0,P,0,1,0,0,0,0,0,4,0.0
2727_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,867.0,0,2727,1,1,F,525.0,S,0,1,0,0,0,0,0,9,867.0
2729_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2729,1,1,G,432.0,S,0,1,0,0,0,0,0,10,0.0
2730_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2730,3,0,G,433.0,S,0,1,0,0,0,0,0,8,0.0
2730_02,Earth,True,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,2921.0,0,2730,3,0,F,527.0,S,0,1,0,0,0,0,0,8,2921.0
2730_03,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2730,3,0,G,433.0,S,0,1,0,0,0,0,0,8,0.0
2732_01,Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2732,2,0,G,435.0,S,0,1,0,0,0,0,0,7,0.0
2732_02,Earth,True,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2732,2,0,G,435.0,S,0,1,0,0,0,0,0,7,0.0
2734_01,Mars,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2734,1,1,F,567.0,P,0,1,0,0,0,0,0,9,0.0
2736_01,Mars,True,TRAPPIST-1e,27.0,True,1709.0,4.0,24.0,0.0,0.0,1737.0,0,2736,1,1,D,81.0,P,1,0,0,0,0,0,0,7,1737.0
2737_01,Europa,True,55 Cancri e,45.0,False,0.0,726.0,0.0,281.0,1257.0,2264.0,0,2737,2,0,C,100.0,S,1,0,0,0,0,0,0,4,2264.0
2737_02,Europa,True,TRAPPIST-1e,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,6771.0,0,2737,2,0,C,100.0,S,1,0,0,0,0,0,0,1,6771.0
2738_01,Mars,True,TRAPPIST-1e,29.0,False,1049.0,0.0,0.0,0.0,0.0,1049.0,0,2738,1,1,E,187.0,S,1,0,0,0,0,0,0,6,1049.0
2739_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2739,1,1,G,442.0,P,0,1,0,0,0,0,0,12,0.0
2740_01,Earth,True,TRAPPIST-1e,19.0,False,1.0,143.0,0.0,254.0,107.0,505.0,0,2740,1,1,E,163.0,P,1,0,0,0,0,0,0,3,505.0
2741_01,Mars,True,TRAPPIST-1e,43.0,False,471.0,0.0,133.0,2.0,692.0,1298.0,0,2741,1,1,E,164.0,P,1,0,0,0,0,0,0,1,1298.0
2743_01,Earth,True,TRAPPIST-1e,15.0,False,746.0,0.0,2.0,0.0,11.0,759.0,0,2743,1,1,F,528.0,S,0,1,0,0,0,0,0,6,759.0
2745_01,Mars,True,TRAPPIST-1e,31.0,False,1511.0,0.0,310.0,0.0,0.0,1821.0,0,2745,1,1,F,568.0,P,0,1,0,0,0,0,0,9,1821.0
2746_01,Mars,True,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,1119.0,0,2746,1,1,F,569.0,P,0,1,0,0,0,0,0,11,1119.0
2747_01,Mars,False,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2747,1,1,F,570.0,P,0,1,0,0,0,0,0,3,0.0
2748_01,Earth,True,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,691.0,0,2748,1,1,F,529.0,S,0,1,0,0,0,0,0,4,691.0
2750_01,Earth,True,TRAPPIST-1e,18.0,False,600.0,0.0,0.0,179.0,11.0,790.0,0,2750,1,1,F,571.0,P,0,1,0,0,0,0,0,6,790.0
2751_01,Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2751,1,1,F,530.0,S,0,1,0,0,0,0,0,6,0.0
2752_01,Earth,True,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2752,3,0,G,444.0,P,0,1,0,0,0,0,0,9,0.0
2752_02,Earth,True,PSO J318.5-22,17.5,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2752,3,0,G,444.0,P,0,1,0,0,0,0,0,9,0.0
2752_03,Earth,True,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,840.0,0,2752,3,0,E,165.0,P,1,0,0,0,0,0,0,9,840.0
2753_01,Earth,True,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,907.0,0,2753,1,1,E,188.0,S,1,0,0,0,0,0,0,10,907.0
2754_01,Earth,True,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,986.0,0,2754,1,1,E,166.0,P,1,0,0,0,0,0,0,11,986.0
2755_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2755,1,1,B,85.0,P,1,0,0,0,0,0,0,2,0.0
2756_01,Mars,True,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,1141.0,0,2756,1,1,F,572.0,P,0,1,0,0,0,0,0,2,1141.0
2758_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2758,1,1,G,446.0,P,0,1,0,0,0,0,0,9,0.0
2759_01,Earth,True,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,994.0,0,2759,1,1,E,167.0,P,1,0,0,0,0,0,0,10,994.0
2760_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2760,3,0,G,438.0,S,0,1,0,0,0,0,0,12,0.0
2760_02,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2760,3,0,G,438.0,S,0,1,0,0,0,0,0,12,0.0
2760_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2760,3,0,G,438.0,S,0,1,0,0,0,0,0,12,0.0
2762_01,Earth,True,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,885.0,0,2762,2,0,G,439.0,S,0,1,0,0,0,0,0,9,885.0
2762_02,Earth,True,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,444.0,0,2762,2,0,G,439.0,S,0,1,0,0,0,0,0,9,444.0
2763_01,Earth,True,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,859.0,0,2763,1,1,E,168.0,P,1,0,0,0,0,0,0,8,859.0
2764_01,Earth,True,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,1588.0,0,2764,1,1,E,189.0,S,1,0,0,0,0,0,0,4,1588.0
2765_01,Mars,True,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,1503.0,0,2765,1,1,F,532.0,S,0,1,0,0,0,0,0,4,1503.0
2768_01,Earth,True,TRAPPIST-1e,36.0,False,123.0,3.0,0.0,7.0,0.0,133.0,0,2768,3,0,F,533.0,S,0,1,0,0,0,0,0,11,133.0
2768_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2768,3,0,G,442.0,S,0,1,0,0,0,0,0,11,0.0
2768_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2768,3,0,G,442.0,S,0,1,0,0,0,0,0,11,0.0
2769_01,Earth,True,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,0.0,1029.0,0,2769,1,1,F,573.0,P,0,1,0,0,0,0,0,7,1029.0
2770_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,1817.0,0,2770,1,1,G,443.0,S,0,1,0,0,0,0,0,16,1817.0
2772_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,757.0,0,2772,1,1,G,444.0,S,0,1,0,0,0,0,0,9,757.0
2773_01,Mars,True,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,1056.0,0,2773,1,1,D,94.0,S,1,0,0,0,0,0,0,6,1056.0
2774_01,Earth,True,TRAPPIST-1e,29.0,False,3.0,0.0,3.0,0.0,697.0,703.0,0,2774,3,0,F,575.0,P,0,1,0,0,0,0,0,7,703.0
2774_02,Earth,True,TRAPPIST-1e,17.0,False,0.0,1195.0,31.0,0.0,0.0,1226.0,0,2774,3,0,F,575.0,P,0,1,0,0,0,0,0,10,1226.0
2774_03,Earth,True,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,967.0,0,2774,3,0,F,575.0,P,0,1,0,0,0,0,0,7,967.0
2778_01,Mars,True,TRAPPIST-1e,35.0,False,2301.0,0.0,414.0,0.0,0.0,2715.0,0,2778,2,0,D,82.0,P,1,0,0,0,0,0,0,7,2715.0
